"","businessId","X.x","stars","UMM","UMMR","CILowerStars","zip","X.y","price_range","credit_cards2","take_outs","smoke","noise","reservation","waiter","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual"
"1293","a4o4Y8GXH7wRKXOkPP_6TA",1298,3,0.130254428393914,0.345878523344936,1.89191545935914,85260,1521,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1294","A4pL6j3e6JAtblmCUF2GZA",1299,3,0.0884448375330373,0.263492760504254,2.93990060884122,85281,11898,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1295","a4WvaY1JYRP3nHSy90iZ_Q",1300,4,0.130826997091267,0.607208559103848,3.18315201389132,85251,12802,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296","a4wVLeSHNSHyGGbanNuCUg",1301,3,0.163176153676068,0.476861833543722,2.33507993889573,85021,7912,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1297","a59rHQbp7YyEdI0nuKIVrg",1302,3,0.143922655584265,0.518182152405171,2.0585777540003,85379,11934,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1298","a5N-FJqNPOmhoTV5JkQrww",1305,4.5,0.13101051892414,0.591452823273555,3.86870971847596,85012,13285,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1299","a5ovPlhQkcA27FFu664xKA",1306,3,0.0963930420714292,0.398800013846577,2.56466528826528,85041,6092,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"1300","A5PD0oy5R1TpIo8JtY3f3A",1307,3.5,0.132214402569321,0.452120621098188,3.054198272729,85205,4316,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1301","A5V8qb8RRM5dI8cizPDhGw",1308,5,0.0978632161110983,0.487055942800541,4.24471097896044,85023,6308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1302","A6OstDz-flrI84-EW8aILg",1309,3.5,0.042816820732967,0.142227115011087,3.12512431987106,85022,11416,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1303","A6uIi5xvOZARZTCjF9KmsQ",1310,4,0.0436129965783177,0.193563283878887,4.16573099976359,85007,13193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1304","A7A97vyr5t7e8zrkGCKndw",1311,3,0.0446990214219291,0.164123608877496,2.63667300315255,85204,4449,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1305","a7OF5WBirAFlVH7Xp1885g",1312,3.5,0.0590714308467315,0.16154869303911,2.68666216736633,85018,10998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1306","A7Ozg-6573w_Ub2QwQRl2A",1313,4,0.118936496425187,0.481162877634206,3.9241561381803,85015,5877,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1307","a7Qk3nMgJNwEzZygfstnyw",1314,3.5,0.125050559869393,0.507632176876351,2.52763230822523,85302,4245,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"1308","A7Soqlerr3L8mNq3YuIqAA",1315,3.5,0.100419283530569,0.396313872959189,3.40550677222132,85044,4287,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1309","A8EctoAhe3cS7tBmRAaoDA",1316,3,0.108639113435997,0.325917340307991,3,85209,12543,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1310","a8yzGF79KcfyRye2R6wt3Q",1317,3,0.107872559220875,0.302123427462827,2.64084118013023,85016,6710,2,1,1,0,2,1,1,0,0,0,0,0,1,0,0,0
"1311","A9TCNsHFQvRcsZ6zOB7Xxg",1318,4.5,0.177043070635103,0.791407722383483,3.91251641064736,85203,1012,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1312","aA-02mkM9lkXn8kJC2dseA",1319,3.5,0.154615586735555,0.327786702582866,-22.4124094723494,85004,10565,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1313","Aa-UgGOs1lDZzQhap370Ig",1320,3.5,0.15464256300127,0.517547544107226,3.13642681052114,85042,15065,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1314","aACW1qAdOfgcU8yX61dOFw",1321,3,0.122807748137076,0.356405890440919,2.37093987140976,85044,225,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"1315","aAG5kJU_8t9QS_pEXPI7sw",1322,4.5,0.301345153613904,1.42426607698663,4.00298052936595,85302,1283,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"1316","AAGO39io2Ko0fgr6BhH-yQ",1323,3.5,0.0979709947598482,0.331934823856907,3.04114297720632,85004,4167,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1317","AaKlegu7gmOCD4rEESF76Q",1324,4,0.0782226775535818,0.311968007289185,3.74915887875709,85012,9505,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1318","AAkqVCuUGIP0gvY42_CRYA",1325,1.5,0.0292568516611974,0.0321083257726845,-0.100884243249821,85225,12401,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"1319","Aalbsk2pFczUedpRWKUyPw",1326,4.5,0.156446600915679,0.664789794365591,3.97063823508229,85224,1052,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1320","AArmZc2tKoykigR6qncLZA",1327,4.5,0.213432349131901,1.01625230690484,3.58130688448146,85225,11855,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1321","aastrx4llH7kBL97DWfsXA",1328,4,0.050580408192657,0.247689772190937,-8.70620473617469,85044,6745,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1322","ABC57h7Dh1Vy9q3cztAm5A",1329,4.5,0.130089572743286,0.575322735107746,4.13701417315131,85283,1578,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1323","ABDl4FnMRLeSUneGh5nDLw",1330,4.5,0.325361112354226,1.53436033236736,3.9252004273791,85298,4504,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1324","aBjgE5pLhtz4RGGR-IWpGA",1331,4,0.115337693163581,0.552620683086221,3.1886284002805,85282,13344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1325","aBjWR-Mol58GMsRAdz2Tjw",1332,3.5,0.135036599677876,0.505639598304948,3.09768274091145,85382,11284,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1326","ABrSt3fsirLrUYNVrD3fbQ",1333,3.5,0.141156000657362,0.470832433441354,3.45671463159087,85254,4997,2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1
"1327","AbS4rMXc19XJJcXVZDhy7w",1334,3.5,0.124282813814951,0.46176191423683,3.21763440136207,85224,8346,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"1328","AbVw6c0--AnAkqh-Sri48w",1335,3.5,0.15772658549426,0.62986836345447,1.90877684735815,85308,5303,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1329","aBXTS-VR3cycANW6qpPu2g",1336,2.5,0.024079776217095,0.0722393286512849,3,85340,3783,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1330","AC1xogsITgaae5ic8B9Ryw",1337,4,0.162494445301314,0.585983407539945,3.52593147010677,85213,9669,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1331","aC9NkbGoMOHiN4ABxEhPBg",1338,4.5,0.0865794061741905,0.424112659903142,3.84376382796868,85374,13268,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
"1332","acaBJcFEKPmmSDIO6c-ZGQ",1339,3,0.143588323970022,0.287176647940043,2,85395,5052,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1333","ACeo3zxrLN5gFc42NlwS2A",1340,3.5,0.140277141680699,0.177673485837131,-3.40353697299928,85206,5288,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1334","aCKntLjlMtmkYvQYXKi9Kw",1341,4,0.351402207346461,1.4491109001033,3.1886284002805,85338,10196,2,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0
"1335","aCwCa7QMycZInFChAGU9pQ",1342,4,0.130786499939307,0.481760031161669,3.40082154117063,85392,4521,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1336","acZ2GUh3R_wcu4r3Z5tSCQ",1343,4,0.0843572855113447,0.368159788144995,3.29597145242137,85004,13220,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1337","AD01Y718Orj_vsPQDYXiQg",1344,4,0.300269332233435,1.07993648895932,2.76114936631643,85205,8260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1338","adEJYiysRmK8eDqnHP9N6A",1345,3.5,0.140994984652801,0.557872994986954,2.58130688448146,85022,4128,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"1339","aDgvx-OlL69ltaOAxN4VZQ",1346,4,0.248827895217378,1.10922009220183,3.81324523283293,85377,4455,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1340","ADJIoHN3uLx-JalYl3r3Dw",1347,3.5,0.103951205381547,0.419466793672258,3.3631782997649,85382,287,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1341","Adjy6wjncsbWpRMo5-FlbQ",1348,4,0.160032803582468,0.643408016119073,3.36443851849419,85210,12123,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1342","AdkS2b4_0le022OtAl-WjA",1349,2.5,0.0105158507051659,0.0420634028206637,4,85295,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1343","adKyTJT-RtaTP0krxLyQwQ",1350,3.5,0.204477892001647,0.821192617086441,3.62940946508577,85248,6142,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1344","ADn_CBhbn2QU3WzFzuXvWg",1351,4.5,0.0590199971265847,0.258343555226901,4.1797478765852,85017,3639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1345","aDnmvP-GgTD9KECw8ayR-Q",1352,3.5,0.0216857731423401,0.1084288657117,5,85009,4077,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1346","adPVJMkRrS8_3VHQKw5-qw",1353,4,0.139404130050828,0.672878680564065,3.91320121635962,85034,2863,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
"1347","AdRlwKxtEh30Urmvi0Xk5w",1354,3.5,0.112370327509201,0.425003003487828,3.42164201109865,85281,7299,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1348","Ae4Of0a0eUZ31pDSou9X-w",1355,3.5,0.415321350797373,0.911285403189372,-0.256079346555618,85016,2156,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1349","AE7TfOrefJCI_qTvUoAezA",1356,4,0.0661114607385722,0.257248144014015,3.62641282169389,85020,12420,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1350","AEDOhkPdlVoYu3ImKDVk9g",1357,4.5,0.107558103255134,0.467530466379695,3.58130688448146,85281,13832,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1351","AeoJkr_dlNshB078OepP8w",1358,3,0.115892668299029,0.368160289010455,2.96291270871771,85260,648,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1352","aeRyndix1wheBlff2FBsMg",1359,4.5,0.0278415495790087,0.13422685222597,3.95534926280298,85016,12979,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1353","aExWPWocqUUW7Hh40H7fnA",1360,4.5,0.0743975669418632,0.301906947045449,2.89911575675018,85286,2320,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1354","aeylHhet5Sfqe9uMrD9IhQ",1361,3.5,0.0728885685819668,0.185827430334403,1.9320801164994,85296,10451,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1355","af7ZkF4r4ywWQF-QTXvsCA",1362,3,0.0968745723026642,0.383420922642506,2.86681726025397,85226,8020,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1356","AfRxSsliEXNp05w4ce4D0w",1363,4,0.0237669544171469,0.0872890323356658,1.51586228824967,85044,7597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1357","aGaoRZay5PRieFvTK6VkmQ",1364,4.5,0.0743792622624194,0.321957206954787,4.23561702279027,85032,607,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1358","AgJbkqR-wre409if4fTbWQ",1365,3.5,0.071285810518685,0.264939830023445,2.92116073351189,85260,7909,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"1359","AGLuEB0Tqy2gvuyRT2tnlg",1366,3.5,0.011426867856497,0.0421609626845469,0.798231513500359,85250,5876,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1360","agSP4v1MznaVNrIAeL5GIQ",1367,3,0.164764078416401,0.412440485733205,1.74118618399427,85139,9923,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1361","AgvP554bfq5kwp5TghvYmw",1368,4.5,0.0335400193215204,0.145985274311807,3.74076690088895,85013,3386,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1362","Agz-gMJfjCsK5tdKC6FBYQ",1369,3.5,0.13211384043913,0.449818555477601,3.09359786768256,85308,10263,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1363","AH2pJa2nfvxXkfFP1P-waw",1370,3.5,0.130913722260431,0.491472502215308,2.6263599459557,85254,14406,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"1364","AhAU7Adweja-ouE9rGNPdQ",1371,4,0.126178815751712,0.346824957513702,2.63909927328731,85018,8259,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1365","aHGcI-KGitnGRco_D_I9Ag",1372,2.5,0.174142938767467,0.457902991849935,2.59868503625378,85331,3109,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"1366","ahKN6wh6z2vZsd8C7AyG5A",1373,3,0.102968546225482,0.366232642926675,3.0276609553853,85204,2487,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1
"1367","AhpzPZH3b0PGT9mVoLCQDg",1374,3.5,0.105618309844661,0.342786007025659,3.20483490259228,85281,9112,2,1,1,0,2,1,1,0,0,0,0,0,0,1,0,0
"1368","AhVAj8F7jjMJcqKD30XwMw",1375,4.5,0.193728544738976,0.966211291035386,3.23244909008351,85281,9965,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1369","AI_rsyiMgnaNPzn_dtCu0w",1376,4,0.211153162428619,0.966719328836397,2.70077173637489,85023,3113,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1
"1370","aI_RzGMU35cFL1St2HgPkw",1377,3.5,0.155408162915081,0.502227112889029,2.91109019736749,85254,11100,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1371","aI8b-8ulVu9VhaINjNb6-Q",1378,2.5,0.0929990209398157,0.221476175768333,1.80153652345533,85363,7694,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1372","AibBhSh7lGTcmy4EzWYTZQ",1379,2,0.0326001606991611,0.0566409853480059,-1.25221060812455,85382,12501,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1373","Aicnm12Zped8nQFXyRRFvw",1380,4,0.146810384263278,0.593815264539937,3.35476927313472,85282,10926,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"1374","AIN4FSq5ZM4Il5BzXzMNXg",1381,3.5,0.0907418737864908,0.358885003757777,3.47330510214517,85201,3616,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1375","Aisjvk-fZVwAcGsN4NlviA",1382,3,0.12173835251506,0.563421313524061,2.43360888671711,85032,12101,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1376","aJ2zQMpI026bsEHuA6XgPA",1383,4.5,0.270192944250727,1.10096472125364,-1.85310236808735,85254,10784,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1377","AjE4uM-VaGP3QPCjSjIEaw",1384,3,0.108111375771348,0.411667795748936,2.62873683286904,85050,8543,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"1378","ajf3Myr1PKX9RaLS_Ukc8A",1385,2.5,0.0228845717025094,0.0711984614155261,-0.762136813856149,85032,8389,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1379","aJtK7kfK2v7wfuD0a2UfOw",1386,3.5,0.283913103683412,0.621621468314291,-1.12791636693009,85308,2126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1380","ajvIamc7FSXEE9ifM0GSRA",1387,4,0.185927043166434,0.753555495098475,3.31243303152103,85281,11207,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1381","AjVRPatAHLNwbnx3GWk5Gg",1388,3.5,0.122220108577359,0.484576383410381,3.40766279117018,85253,5364,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1382","AK2oVi1ppr19mWpNkyTs8A",1389,2.5,0.0144997896134998,0.031778255288064,-3.85310236808735,85382,5967,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1383","AKd5OvHajbaxlofM-XE6vw",1390,2.5,0.0509003910431277,0.171089073230468,1.60649564162836,85023,5896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1384","aKm3gRYlHtl5LysdGi-mag",1391,2.5,0.0273305493200085,0.0490071893487866,-2.5044783458756,85013,9863,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1385","AkOruz5CrCxUmXe1p_WoRg",1392,4,0.112361420333735,0.445146576842839,3.77874776037622,85014,967,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1386","AkZ-zc7dIOBcaNoQKGcfSg",1393,4,0.185790567655951,0.661010968833063,2.99143887886709,85281,5797,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1387","AlksaJXH23qvwQo0Id23WA",1394,3,0.210557225556239,0.782424556995435,1.51587388522141,85206,11076,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1388","aLMStInNBczJKtIJFMlwJA",1395,3.5,0.144042191885984,0.495242912204984,3.33966069683194,85251,13468,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1389","ALqygKZXxuVWGM23pFAiPQ",1396,2.5,0.0108255001040608,0.0274794075940769,-3.85310236808735,85303,14656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1390","aLZoFhOmDtonrWJzUzh8TA",1397,3.5,0.189994067098293,0.78398467393233,2.89290464905311,85250,6353,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1391","amHIo_dgGfYk8tr8OhhJvg",1398,3,0.0217926544370194,0.0534233370518189,-2.5044783458756,85260,6474,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1392","amIKbXtk8TCoySw_xBjFKg",1399,4,0.0338910739861971,0.143346800837641,3.673255749641,85016,8640,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1393","amQir2cEG2MV625L0dE8aQ",1400,4,0.0682159680372263,0.264706438112702,3.2955172423548,85226,13980,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1394","amRSuI5tg3JGCI1_YWlRyQ",1401,1.5,0.221545182599367,0.393083716822487,0.489421957920883,85345,10323,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"1395","AmzGu4DeUy69_XLbcQqQug",1402,4,0.0122488266632912,0.0604043484213034,1.46489818016703,85305,263,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1396","Ane4XcpP7aWzhjd8SGiciQ",1403,3.5,0.093241526318329,0.370131305703406,3.59094648401607,85054,13915,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1
"1397","ANeui7NJRkGtrOshX0610w",1404,3,0.253770442798429,0.518852213992144,-15.559307104262,85032,6422,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"1398","aNlPj3bFJBK69J0OLksAGw",1405,4,0.112756851719766,0.434011114340552,3.45267217195935,85204,7742,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1399","ANPU16A2PHOSOYIq-z1qaA",1406,4,0.0914799372166534,0.345190167074074,2.1810682152913,85016,14917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1400","Ao57uER6nnpa2KULpZDFrg",1407,3.5,0.0311074259118159,0.12524422692629,2.99675808992048,85224,2171,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1401","AoCIswBSDMPvTsmvT3QJUA",1408,3.5,0.0306675817326396,0.101111645461306,1.89911575675018,85085,14792,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1402","AOLx-xr0JsFhle4K6xRHfQ",1409,4.5,0.201398723729667,0.955594894918633,3.88057468315822,85032,12036,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1403","AoO0FJyUm01lmIJJTcPWEQ",1410,4.5,0.157451651122076,0.711492274279518,4.05177294866198,85204,13159,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1
"1404","AoQ53rJ0ZWvVgJYRXGduKQ",1411,2,0.0506400728590427,0.0816601358250231,0.226519819171188,85301,10552,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1405","aOR_hD-xXsnU6bgVcJ3uXw",1412,4,0.144287923230296,0.562752156836461,3.63219035468523,85225,2677,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1406","AOTOKHGbEorQSWr-KVmHZw",1413,3.5,0.0899302450244876,0.275737609429912,2.87999696085296,85226,4314,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1407","aozcOaCMwOHG8s-lbZ6_gA",1414,4,0.135488457311086,0.496366575632157,3.46193317827454,85022,1273,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"1408","Ap6gsHZAT_ALSmBg2Zut3Q",1415,4.5,0.0596744752558636,0.258622252954216,3.47844635220693,85254,2980,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1409","apCfJVnRyaw6oVUBKujpUQ",1416,4,0.107762603609791,0.4383987033709,3.88281862171488,85006,12150,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1410","aPdDcFXPsWVxBhaXuZcDpw",1417,4.5,0.16243152000815,0.75516829802627,4.32215669665263,85204,10948,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1411","apEc_VODyZJ9G3cvS_k2gw",1418,3.5,0.090311545271837,0.283612688976182,1.98428522301773,85284,8889,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1412","Apee77IOW5uNS7eGJe6Srg",1419,4.5,0.0948679796834968,0.46620880293218,2.72651981917119,85255,4171,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1413","ApEvXLmsPMWsUVEfPkrmfg",1420,3,0.103987877436922,0.291931143337138,2.92269079592757,85283,4552,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1414","APgL23vh7f7H_wAGTl57xQ",1421,4,0.155826343241075,0.698907197366839,4.02910638525036,85226,8165,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1415","ApN_f85W091Ufxq4_qYUzw",1422,3,0.0832550874722619,0.203930025991101,-1.30265272974946,85224,2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1416","ApUCpJ9aa6yVgsde16gYrg",1423,3.5,0.123823391746239,0.420971646974627,3.23124585403441,85226,13613,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1
"1417","AqbgC7Gul5Es1rRzGNLDFA",1424,3.5,0.105473769806296,0.357633199159341,3.35213965249261,85251,6324,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1418","aqD66Sve2mE4cq021LWQmA",1425,4,0.276245016494442,1.21425146506996,1.51586228824967,85012,1101,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"1419","AqdFUHo_is8NfBh_n7tlHg",1426,3.5,0.0558680644294402,0.258127500793291,2.16261376896292,85248,9085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1420","AqhtD_hMJEiOu19xE6s-Jw",1427,4,0.394597077815343,1.72664554846554,3.58130688448146,85296,2393,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"1421","aQislj2JFoGgSIgHwYQnJg",1428,2.5,0.0532398892182728,0.130231495708613,-0.48413771175033,85204,11047,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1422","AQKLW1rUZVVlPwW60mxRtg",1429,3,0.0545200239000569,0.131474067446688,1.70077173637489,85248,5538,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1423","aqoRViIivCPW4uOlyBvuWQ",1430,3.5,0.241477431646972,0.998591086575447,2.08669376568276,85345,14302,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1424","ar90fbRbQtiyZLtwjwwXUg",1431,4,0.125885127742239,0.480540064016418,3.5451487223492,85016,1541,4,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0
"1425","AREcLLcwdP4xHg73XmXj1w",1432,3.5,0.328721156570532,1.31488462628213,4,85023,4023,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1426","arKckMf7lGNYjXjKo6DXcA",1433,4,0.179691455663374,0.863882518010288,3.58130688448146,85381,7005,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1427","aRkYtXfmEKYG-eTDf_qUsw",1434,4.5,0.13879704853231,0.599963875279531,4.23002581157669,85012,14148,2,1,1,3,3,0,0,0,0,0,1,0,0,1,0,0
"1428","arqTt6XNdl3XJbTGm215OA",1435,3.5,0.0314859338123871,0.099134807804125,2.47647272145456,85015,4179,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1429","artarS4sKnWvyo8njiUxCQ",1436,4.5,0.0855425685577002,0.326129789339228,3.57092348550778,85254,3181,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1430","ARtxGEA68ZJAqqXpl4yH5Q",1437,4,0.0198831826620146,0.0849942388285046,2.70077173637489,85308,5611,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"1431","AryNioF9fxl8RYGiIE7fSA",1438,3.5,0.0768758125698163,0.313733879577957,3.50559643882737,85251,13345,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1432","aS2aNPE861FI4dRrz1Z7Ow",1439,3,0.210847935390234,0.688256710063217,2.73414203569632,85034,10154,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1433","asebFFgabg_lfoNpGJHZlQ",1440,3.5,0.0911127773521032,0.303606461266718,3.42101344167115,85016,1124,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1
"1434","ASNxwg9dD4-_F4H1uNN2KQ",1441,3,0.0346523448423181,0.11573267869884,2.39781735308175,85210,9970,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1435","AsSCv0q_BWqIe3mX2JqsOQ",1442,4,0.127733587565057,0.525273257413849,3.95065188013973,85281,7859,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1436","aSW8D-uiz8mupVU8XNlZlw",1443,3,0.103314798339476,0.360311148573872,2.10625604088189,85308,15276,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1
"1437","AsX-6ECbV83zGJLUVMre9w",1444,3.5,0.191323145167839,0.695886129188154,3.27759266577898,85392,11561,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"1438","ASxUPQGzDomkggD6S4brpg",1445,3.5,0.0323506836363398,0.133175146778225,-1.83781167920893,85224,11477,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1439","AT8Q93hoVJtnvh3VtK0rrw",1446,4,0.0644619345200388,0.257847738080155,4,85233,4701,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
